months_as_customer,age,policy_number,policy_bind_date,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,postcode.2,region.1,total_crimes_nearby.1,vehicle_crimes_nearby.1,rainfall_mm.1,max_windspeed_kmh.1,max_temp_c.1,postcode,region,claim_date,total_crimes_nearby,vehicle_crimes_nearby,rainfall_mm,max_windspeed_kmh,max_temp_c
313,50,116645,2004-06-30,100/300,2000,1255.62,0,MALE,MD,armed-forces,polo,unmarried,0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Other,18,3,YES,2,1,YES,69000,13800,6900,48300,Ford,F150,1995,Y,NG1 1AA,East Midlands,1359.0,24.0,0.0,39.5,12.5,G11 5HD,,2024-02-02,5.0,0.0,4.0,34.6,10.9
210,38,950880,1998-12-19,250/500,500,999.52,0,MALE,JD,tech-support,golf,other-relative,0,0,2015-01-13,Vehicle Theft,?,Minor Damage,Police,6,1,?,1,2,NO,8640,1440,720,6480,Accura,TL,2008,N,SW1A 1AA,London,,,0.0,33.9,10.2,ME9 8WL,South East,2024-01-13,24.0,0.0,0.0,11.8,4.0
101,29,788502,2014-08-31,250/500,500,1380.89,0,MALE,PhD,armed-forces,dancing,own-child,30000,-53000,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,?,2,1,?,67210,12220,12220,42770,BMW,X6,1996,N,S1 1AA,Yorkshire and The Humber,1104.0,75.0,1.8,27.7,10.3,NE9 7EY,North East,2023-02-28,,,4.2,23.9,7.1
153,37,627486,2005-11-10,500/1000,500,1010.77,0,MALE,High School,transport-moving,basketball,unmarried,52300,-55600,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,5,3,?,0,3,NO,42500,4250,4250,34000,Volkswagen,Jetta,1999,N,,,,,,,,KT22 9AD,South East,2023-01-16,,,19.0,28.2,4.4
337,53,498842,2000-05-04,100/300,500,1205.86,0,MALE,Associate,armed-forces,basketball,wife,0,-34600,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,8,1,YES,0,1,NO,86400,14400,7200,64800,Accura,RSX,2001,N,SW1A 1AA,London,,,0.0,31.1,9.8,BT63 5JA,,2024-02-01,120.0,1.0,0.1,25.4,10.3
360,51,550294,2001-11-26,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-32900,2015-01-30,Vehicle Theft,?,Minor Damage,Police,5,1,YES,2,2,?,4620,840,840,2940,Dodge,RAM,2009,Y,,,,,,,,RM12 4BG,London,2024-01-30,459.0,47.0,0.0,24.7,12.3
428,53,328387,2014-05-06,100/300,1000,1496.44,0,FEMALE,High School,tech-support,camping,unmarried,0,0,2015-02-16,Parked Car,?,Trivial Damage,Police,9,1,YES,2,2,NO,6930,630,1260,5040,Honda,CRV,2013,N,,,,,,,,ML9 2SA,,2024-02-16,1.0,0.0,0.1,11.6,9.9
204,40,540152,1991-01-27,100/300,500,1256.2,0,FEMALE,JD,sales,hiking,not-in-family,0,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,10,3,YES,1,2,YES,41700,8340,8340,25020,Saab,95,2013,N,SW1A 1AA,London,,,5.0,36.7,11.6,LU7 2QH,East of England,2023-01-07,,,6.6,37.5,11.2
364,51,385932,1992-04-28,100/300,500,1268.35,0,MALE,Masters,transport-moving,board-games,wife,0,0,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,YES,2,1,NO,77330,14060,14060,49210,Volkswagen,Jetta,2014,Y,,,,,,,,PL13 1ET,South West,2023-01-10,,,10.9,47.3,12.7
185,35,618682,2000-03-04,500/1000,2000,1421.59,0,MALE,College,other-service,sleeping,own-child,0,0,2015-01-31,Vehicle Theft,?,Trivial Damage,Police,8,1,?,2,3,YES,4950,900,450,3600,Ford,F150,2011,N,SW1A 1AA,London,4960.0,187.0,0.4,29.0,11.0,NE9 7EY,North East,2024-01-31,130.0,5.0,6.7,42.8,9.6
63,26,550930,1995-10-12,500/1000,500,1500.04,6000000,MALE,PhD,craft-repair,polo,own-child,0,-36500,2015-02-13,Vehicle Theft,?,Minor Damage,Police,5,1,NO,0,2,YES,5160,860,860,3440,Accura,TL,2004,N,,,,,,,,TW3 1GN,London,2023-02-13,,,0.0,10.7,11.3
210,35,998192,2014-04-25,100/300,500,1433.24,0,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19500,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,NO,2,1,?,24570,2730,2730,19110,Saab,95,2006,Y,,,,,,,,G61 3LF,,2023-02-22,,,3.8,19.6,8.8
194,38,663938,2011-01-26,100/300,2000,1231.25,0,FEMALE,PhD,craft-repair,movies,not-in-family,46500,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,15,3,?,1,0,?,53680,4880,9760,39040,Toyota,Camry,2011,N,M1 1AE,North West,16.0,1.0,0.0,20.1,3.7,PL13 1ET,South West,2024-01-08,35.0,0.0,0.0,21.7,3.7
294,49,756870,1996-01-26,500/1000,500,1135.43,0,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700,0,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,42900,3900,3900,35100,Chevrolet,Malibu,2010,N,,,,,,,,TA6 4ET,South West,2023-02-04,,,0.0,11.9,10.5
272,41,337158,1991-04-08,250/500,2000,945.73,5000000,MALE,MD,protective-serv,chess,wife,38600,-42800,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,NO,0,0,NO,84100,16820,8410,58870,Ford,Escape,2009,Y,,,,,,,,NR18 9AN,East of England,2023-02-04,,,0.0,17.7,9.8
27,27,919875,2002-06-29,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,dancing,own-child,0,-55800,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,Fire,23,1,?,1,3,?,61560,6840,6840,47880,Ford,Fusion,2008,N,,,,,,,,BT56 8FW,,2023-02-26,,,0.0,13.8,8.2
251,39,315631,1999-04-09,500/1000,2000,1231.98,0,FEMALE,Associate,other-service,hiking,not-in-family,0,-31700,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,10,1,YES,0,0,?,44240,5530,5530,33180,Dodge,RAM,1997,N,,,,,,,,WR11 3JT,West Midlands,2023-01-08,,,2.7,30.8,8.2
180,33,113464,2009-04-19,500/1000,2000,1005.47,0,FEMALE,JD,protective-serv,hiking,own-child,58100,-49000,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,4,?,2,3,YES,57700,11540,5770,40390,Jeep,Grand Cherokee,2002,N,BN1 1AA,South East,,,0.1,17.6,9.7,ME9 8WL,South East,2024-02-15,27.0,0.0,4.9,21.7,15.0
392,50,556415,1991-08-22,100/300,2000,1108.97,0,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400,-66800,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Other,4,1,NO,2,2,YES,108030,16620,16620,74790,Saab,92x,2002,N,,,,,,,,LU2 7LL,East of England,2024-01-14,850.0,62.0,1.3,18.4,4.9
143,30,250249,1991-11-28,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,dancing,unmarried,0,-65700,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,NO,2,0,YES,54300,10860,5430,38010,Toyota,Highlander,2010,N,,,,,,,,G61 3LF,,2023-01-12,,,13.8,30.3,7.3
371,54,403776,2012-04-27,100/300,2000,1317.97,0,MALE,High School,craft-repair,movies,wife,34700,-81000,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,18,3,?,1,2,?,32280,5380,5380,21520,Ford,Fusion,2010,Y,CF10 1AA,,1223.0,92.0,0.0,12.3,4.2,ML9 2SA,,2024-01-18,1.0,0.0,0.0,15.5,-0.1
292,42,396002,2007-03-04,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,camping,other-relative,0,-53800,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,YES,1,1,NO,84600,16920,8460,59220,Chevrolet,Malibu,2007,N,,,,,,,,IM4 7JQ,,2023-01-15,,,,,
165,35,976908,2012-12-31,250/500,500,900.02,6000000,MALE,College,craft-repair,camping,own-child,0,-49900,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,NO,1,3,YES,69700,6970,6970,55760,BMW,3 Series,2008,N,,,,,,,,NE9 7EY,North East,2023-02-24,,,1.5,26.8,8.3
158,33,509489,2013-12-21,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,movies,unmarried,0,0,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,4,3,NO,0,1,NO,36400,3640,7280,25480,Volkswagen,Jetta,1998,N,,,,,,,,LU7 2QH,East of England,2024-02-07,85.0,8.0,4.5,14.8,6.4
241,39,485295,2005-04-28,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,paintball,own-child,0,-54900,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,NO,0,2,YES,37520,4690,4690,28140,Jeep,Wrangler,2010,N,,,,,,,,KY15 7BA,,2024-02-22,0.0,0.0,3.5,21.3,6.1
103,33,361829,1994-09-17,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,paintball,wife,69500,-47700,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,1,3,NO,2,3,?,79090,14380,14380,50330,Dodge,RAM,2014,N,,,,,,,,BT56 8FW,,2024-01-19,42.0,1.0,0.0,26.7,4.3
402,54,603632,2003-08-16,250/500,2000,1285.09,0,MALE,JD,farming-fishing,board-games,not-in-family,48000,-79600,2015-02-28,Single Vehicle Collision,Rear Collision,Major Damage,Other,19,1,NO,0,2,YES,67770,7530,15060,45180,Mercedes,ML350,2013,Y,,,,,,,,KY15 7BA,,2024-02-28,0.0,0.0,6.1,21.3,9.6
102,32,783494,2014-09-02,100/300,500,1537.07,3000000,MALE,JD,tech-support,chess,wife,0,0,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,NO,1,0,NO,47400,9480,4740,33180,Chevrolet,Silverado,2004,Y,,,,,,,,WS1 4HS,West Midlands,2024-02-04,600.0,54.0,0.3,33.5,11.7
182,40,439049,2011-12-12,100/300,1000,1022.42,0,MALE,PhD,other-service,skydiving,husband,50000,-56900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,13,1,YES,0,2,?,71100,7110,14220,49770,Audi,A3,2008,N,SW1A 1AA,London,,,0.1,36.2,13.6,SN11 8UB,South West,2024-02-17,27.0,1.0,6.6,27.2,12.7
282,46,502634,1991-08-17,100/300,2000,1558.86,0,MALE,MD,other-service,dancing,wife,51100,-75100,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,?,2,2,NO,69400,13880,6940,48580,BMW,M5,2012,N,,,,,,,,PO19 6EU,South East,2024-02-17,266.0,3.0,2.5,27.5,11.2
222,39,378588,2004-02-29,500/1000,500,1757.87,0,MALE,High School,transport-moving,board-games,not-in-family,71400,0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,9,3,YES,2,1,?,55000,5000,10000,40000,Saab,93,1996,Y,,,,,,,,NE9 7EY,North East,2024-01-17,130.0,5.0,0.0,15.2,0.1
415,52,794731,2015-02-22,250/500,1000,973.5,0,MALE,PhD,machine-op-inspct,polo,not-in-family,50400,0,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,15,2,YES,1,3,YES,51090,7860,7860,35370,Toyota,Highlander,2003,N,,,,,,,,LS14 3HF,Yorkshire and The Humber,2023-02-02,,,0.4,39.6,10.1
51,34,641934,2013-12-25,500/1000,500,1430.8,0,MALE,PhD,machine-op-inspct,camping,unmarried,0,0,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,?,2,3,NO,64200,6420,19260,38520,Honda,Civic,2007,Y,,,,,,,,BT63 5JA,,2023-02-12,,,0.0,19.0,9.6
255,45,113516,1990-10-13,500/1000,500,1192.27,0,MALE,High School,sales,base-jumping,own-child,0,-40200,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,Other,16,1,NO,2,0,YES,67320,12240,12240,42840,Ford,Fusion,2006,N,,,,,,,,G11 5HD,,2024-01-04,2.0,0.0,2.6,11.4,7.4
143,31,425631,2014-07-05,250/500,500,1163.83,0,MALE,Associate,protective-serv,movies,husband,37700,0,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,21,4,YES,2,0,?,76120,6920,13840,55360,Audi,A5,1999,N,YO61 1AA,Yorkshire and The Humber,0.0,0.0,7.8,31.0,11.9,DE56 2JB,East Midlands,2024-02-21,9.0,0.0,9.7,34.8,11.1
130,28,542245,1991-11-25,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,movies,other-relative,0,-38500,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,21,2,YES,2,1,NO,85020,13080,13080,58860,Ford,Fusion,2010,N,S1 1AA,Yorkshire and The Humber,1118.0,66.0,7.3,44.5,13.5,EX8 5DT,South West,2024-01-23,16.0,0.0,3.4,38.9,13.2
242,41,512894,1990-10-02,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,polo,unmarried,0,-57000,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,0,1,?,68090,12380,12380,43330,Toyota,Corolla,2009,N,CF10 1AA,,1138.0,89.0,1.3,23.9,8.6,ML9 2SA,,2024-02-12,1.0,0.0,3.3,28.5,5.2
96,27,633090,2009-02-17,100/300,1000,1631.1,0,FEMALE,High School,priv-house-serv,exercise,wife,0,0,2015-01-23,Parked Car,?,Trivial Damage,Police,4,1,?,1,2,NO,6030,670,670,4690,Nissan,Pathfinder,2007,N,,,,,,,,SN11 8UB,South West,2024-01-23,13.0,0.0,5.1,37.3,12.8
180,35,464234,2005-07-17,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,yachting,wife,0,-55800,2015-02-10,Vehicle Theft,?,Minor Damage,,17,1,?,1,3,NO,5100,1020,510,3570,Chevrolet,Malibu,2000,N,S1 1AA,Yorkshire and The Humber,,,0.1,27.2,9.9,NR18 9AN,East of England,2024-02-10,32.0,3.0,2.0,18.4,11.4
150,30,290162,1994-03-12,100/300,1000,1677.26,0,MALE,College,sales,yachting,own-child,40100,0,2015-01-10,Vehicle Theft,?,Trivial Damage,Police,7,1,YES,1,3,YES,4590,510,510,3570,Volkswagen,Jetta,2013,N,BN1 1AA,South East,,,11.0,46.6,12.0,DE56 2JB,East Midlands,2023-01-10,,,12.2,36.9,11.8
463,59,638155,1994-08-03,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,yachting,not-in-family,51700,0,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,2,?,1,2,NO,72400,7240,14480,50680,Chevrolet,Tahoe,1999,Y,,,,,,,,NE9 7EY,North East,2024-02-12,144.0,1.0,0.2,24.8,8.0
472,64,911429,2012-08-25,250/500,500,989.24,0,MALE,Masters,other-service,skydiving,not-in-family,0,0,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,13,1,NO,2,3,NO,70900,14180,7090,49630,Mercedes,ML350,2002,N,NG1 1AA,East Midlands,,,0.0,19.2,10.6,LS14 3HF,Yorkshire and The Humber,2023-02-21,,,0.0,25.6,11.3
75,25,106186,2011-12-02,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,hiking,husband,0,0,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,2,?,2,3,YES,65100,6510,6510,52080,Saab,93,2011,N,,,,,,,,DE56 2JB,East Midlands,2024-01-18,13.0,0.0,0.0,20.3,2.0
193,40,311783,2005-02-25,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,chess,husband,0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,23,3,?,2,1,YES,64260,0,14280,49980,Ford,Escape,1999,N,,,,,,,,PO19 6EU,South East,2024-02-28,266.0,3.0,4.4,26.5,10.0
43,43,528385,1997-11-07,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,yachting,not-in-family,0,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,16,1,?,2,1,?,79970,7270,21810,50890,Honda,CRV,1996,Y,,,,,,,,LA14 5DF,North West,2023-01-19,,,0.2,29.1,5.2
253,41,228403,2004-04-20,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,36600,0,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,0,?,56610,6290,6290,44030,Chevrolet,Tahoe,1995,N,NG1 1AA,East Midlands,,,4.0,35.9,9.1,IM4 7JQ,,2023-01-11,,,,,
152,30,209177,2009-11-17,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,polo,wife,58600,0,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Fire,9,1,YES,1,1,?,84590,7690,7690,69210,Toyota,Highlander,2000,Y,OX1 1AA,South East,388.0,4.0,0.1,19.9,10.3,TA6 4ET,South West,2023-02-11,,,0.0,11.8,10.7
160,38,497929,2009-09-19,250/500,500,1733.56,0,MALE,High School,sales,sleeping,wife,0,-43800,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,NO,2,1,YES,66780,7420,14840,44520,Mercedes,ML350,1996,N,,,,,,,,DT2 0GA,South West,2023-01-09,,,1.1,27.2,6.6
56,36,735844,2009-11-08,100/300,500,1533.07,0,MALE,JD,farming-fishing,exercise,own-child,0,-28800,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,13,1,YES,1,2,YES,58500,0,6500,52000,Ford,Escape,2001,N,CF10 1AA,,,,0.0,12.2,6.4,G61 3LF,,2024-01-20,0.0,0.0,16.7,33.8,8.1
286,41,710741,2001-09-12,100/300,500,1106.77,0,FEMALE,College,prof-specialty,golf,other-relative,45500,-62500,2015-02-26,Parked Car,?,Trivial Damage,Police,3,1,?,2,0,NO,5000,500,500,4000,Dodge,RAM,2003,N,M1 1AE,North West,16.0,0.0,0.0,26.0,8.7,WS1 4HS,West Midlands,2023-02-26,,,0.2,24.2,6.7
3,29,276804,1992-11-27,100/300,500,995.7,5000000,FEMALE,JD,priv-house-serv,chess,unmarried,0,0,2015-02-02,Parked Car,?,Trivial Damage,Police,3,1,?,2,1,?,5000,500,1000,3500,Mercedes,E400,2008,Y,,,,,,,,G11 5HD,,2024-02-02,5.0,0.0,4.0,34.6,10.9
286,41,507545,1998-12-07,250/500,1000,1298.85,6000000,FEMALE,High School,sales,camping,other-relative,71300,-70300,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,16,3,?,1,3,YES,54450,6050,12100,36300,Saab,92x,2007,N,,,,,,,,TW3 1GN,London,2023-01-04,,,0.8,33.6,12.9
239,38,485642,1990-08-25,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,Police,12,3,NO,1,3,?,61920,6880,6880,48160,Saab,93,2003,N,,,,,,,,M24 2GB,North West,2024-02-19,0.0,0.0,2.3,28.1,10.3
64,29,796375,2011-10-22,250/500,2000,1202.28,0,MALE,High School,exec-managerial,cross-fit,other-relative,0,-61400,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,4,1,?,1,2,NO,43700,4370,4370,34960,Nissan,Pathfinder,2007,Y,BN1 1AA,South East,,,11.7,51.8,11.3,LA14 5DF,North West,2023-01-12,,,18.1,60.9,9.3
98,31,171183,1990-02-01,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0,-26400,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,Other,3,1,?,2,0,?,64080,7120,7120,49840,Ford,Escape,1997,N,SW1A 1AA,London,,,0.0,9.6,4.8,KY15 7BA,,2024-01-24,0.0,0.0,0.8,39.4,8.8
16,35,110084,1990-11-27,250/500,1000,1358.03,0,MALE,JD,sales,chess,own-child,59300,-31400,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,NO,2,1,?,55000,10000,10000,35000,Volkswagen,Jetta,2008,Y,BN1 1AA,South East,1277.0,44.0,2.4,29.8,11.0,ML9 2SA,,2024-02-17,1.0,0.0,4.1,22.7,10.2
70,27,714784,2004-07-16,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,video-games,own-child,46000,0,2015-01-13,Vehicle Theft,?,Trivial Damage,Police,19,1,NO,2,3,?,4400,0,550,3850,Toyota,Camry,2000,N,M1 1AE,North West,16.0,1.0,0.4,12.3,7.2,SN11 8UB,South West,2024-01-13,13.0,0.0,0.0,9.4,3.4
75,27,143924,1993-12-10,100/300,1000,1141.1,0,MALE,JD,armed-forces,movies,other-relative,0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,?,0,1,YES,71640,5970,11940,53730,Toyota,Highlander,2008,N,NG1 1AA,East Midlands,1359.0,24.0,1.8,25.3,10.2,DT2 0GA,South West,2024-02-28,0.0,0.0,3.6,27.6,9.6
246,44,996850,1995-03-08,100/300,1000,1397.0,0,MALE,High School,machine-op-inspct,reading,not-in-family,0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,0,NO,61740,6860,6860,48020,Accura,MDX,1997,N,NG1 1AA,East Midlands,,,2.7,33.5,12.0,LL30 3PD,,2023-01-03,,,16.0,31.6,12.5
110,27,284834,2009-08-03,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,golf,own-child,0,-66200,2015-02-05,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,3,1,?,0,3,?,57500,5750,5750,46000,Audi,A3,2010,N,BN1 1AA,South East,1277.0,44.0,0.3,33.7,9.7,DE56 2JB,East Midlands,2023-02-05,,,0.0,17.8,6.2
236,39,830878,1996-11-03,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,reading,wife,0,-63900,2015-01-01,Parked Car,?,Minor Damage,Police,17,1,YES,0,0,?,8700,870,1740,6090,Accura,RSX,2003,N,,,,,,,,LL30 3PD,,2023-01-01,,,1.1,29.9,9.1
267,46,270208,2004-08-09,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,polo,wife,0,0,2015-01-06,Multi-vehicle Collision,Front Collision,Total Loss,Police,4,4,NO,2,1,?,77100,15420,7710,53970,Volkswagen,Jetta,1996,N,,,,,,,,NR18 9AN,East of England,2023-01-06,,,2.4,33.9,11.6
463,57,407958,1991-07-20,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,dancing,wife,0,0,2015-02-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,14,1,NO,2,0,YES,59400,6600,6600,46200,Dodge,Neon,1995,N,,,,,,,,ME9 8WL,South East,2023-02-03,,,0.0,23.2,12.3
303,46,832300,2005-01-14,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,kayaking,husband,0,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,1,0,NO,54890,9980,4990,39920,Toyota,Corolla,2006,N,,,,,,,,RM12 4BG,London,2023-02-12,,,0.1,12.7,9.1
137,30,927205,2011-12-16,250/500,500,1039.55,0,MALE,MD,exec-managerial,kayaking,unmarried,55600,-59700,2015-02-16,Multi-vehicle Collision,Front Collision,Minor Damage,Other,4,3,?,2,1,?,74030,6730,13460,53840,Chevrolet,Tahoe,2005,N,,,,,,,,LA14 5DF,North West,2024-02-16,334.0,4.0,1.0,17.2,9.1
56,42,655356,1996-07-07,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,chess,not-in-family,0,0,2015-02-25,Single Vehicle Collision,Rear Collision,Total Loss,Other,13,1,?,1,2,YES,61490,11180,11180,39130,BMW,X5,1998,N,,,,,,,,PO19 6EU,South East,2024-02-25,266.0,3.0,18.1,30.4,8.3
75,27,831053,1992-08-05,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100,2015-01-21,Multi-vehicle Collision,Front Collision,Minor Damage,Police,23,3,NO,0,2,YES,79560,6630,13260,59670,Volkswagen,Passat,2003,N,GL54 1AA,South West,9.0,1.0,9.6,52.2,10.7,G11 5HD,,2024-01-21,2.0,0.0,24.7,50.7,11.4
131,33,432740,1990-10-09,100/300,2000,1081.17,0,MALE,MD,sales,yachting,wife,0,-65200,2015-01-28,Parked Car,?,Minor Damage,Police,3,1,?,0,1,NO,4900,490,490,3920,Toyota,Camry,2010,N,,,,,,,,G61 3LF,,2023-01-28,,,0.7,11.3,6.4
153,34,893853,1994-02-27,250/500,500,991.39,0,MALE,High School,tech-support,paintball,other-relative,45600,-61400,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Other,0,3,?,1,0,NO,77770,14140,14140,49490,Nissan,Pathfinder,2000,N,S1 1AA,Yorkshire and The Humber,1104.0,75.0,0.5,26.6,7.7,NE9 7EY,North East,2024-02-27,144.0,1.0,0.7,28.6,9.0
255,43,594988,2007-05-06,500/1000,500,984.02,0,FEMALE,JD,transport-moving,board-games,unmarried,75800,0,2015-02-10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,14,2,?,2,2,?,74700,7470,14940,52290,Nissan,Maxima,2007,Y,,,,,,,,ML9 2SA,,2023-02-10,,,2.1,27.8,8.8
103,26,979544,2014-04-21,100/300,500,1354.83,0,MALE,MD,tech-support,sleeping,husband,66300,0,2015-01-18,Multi-vehicle Collision,Front Collision,Minor Damage,Police,14,2,NO,2,2,?,40600,4060,4060,32480,Volkswagen,Passat,2010,N,CF10 1AA,,1223.0,92.0,0.0,12.3,4.2,PO19 6EU,South East,2023-01-18,,,0.0,15.6,4.5
97,28,191891,2010-02-11,100/300,1000,830.31,0,MALE,JD,farming-fishing,video-games,husband,0,-32600,2015-01-13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,?,1,0,?,45270,10060,10060,25150,Jeep,Wrangler,2006,N,,,,,,,,DT2 0GA,South West,2023-01-13,,,0.0,31.5,9.1
214,36,831479,2000-06-04,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,17,3,NO,0,3,?,47080,4280,8560,34240,Saab,93,2006,N,,,,,,,,DT6 6SG,South West,2024-01-31,0.0,0.0,0.4,27.2,11.4
438,57,714346,1991-10-05,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,chess,husband,0,0,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,Police,14,1,?,0,0,NO,40700,4070,4070,32560,Volkswagen,Passat,2000,Y,S1 1AA,Yorkshire and The Humber,,,1.0,37.1,6.7,DT2 0GA,South West,2023-01-15,,,2.3,25.7,5.9
87,27,326289,2004-01-03,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,polo,own-child,0,0,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,?,2,1,YES,34650,6300,3150,25200,Ford,F150,1996,N,NG1 1AA,East Midlands,1359.0,24.0,5.2,22.9,9.4,SN11 8UB,South West,2023-02-13,,,0.0,17.0,10.1
